customer_ID,Age,Phone,Customer_Type,Customer_Class
23717676,28.0,43729885531.0,Individual,9.0
23718064,60.0,10895210579.0,Individual,7.0
23718703,52.0,22663167347.0,Individual,7.0
23720343,,43876112844.0,Individual,
23721661,36.0,23309552915.0,Individual,
23723705,71.0,26944582238.0,Individual,1.0
23725042,84.0,59935251215.0,Individual,5.0
23725740,56.0,,,4.0
23727675,80.0,23150995592.0,Individual,8.0
23727943,38.0,,Individual,
23728928,,36293188866.0,,10.0
23730330,60.0,53082329139.0,Individual,
23730430,,30388270886.0,Individual,3.0
23732584,24.0,31950819899.0,Individual,
23733848,30.0,,Individual,7.0
23736975,55.0,47134383724.0,Individual,
23738470,25.0,65533670101.0,Individual,3.0
23739820,78.0,69772614828.0,Individual,7.0
23740096,,27296517828.0,Individual,9.0
23742503,50.0,49890569297.0,Individual,
23742659,,62759790118.0,Individual,
23743942,28.0,60865494493.0,Individual,2.0
23745028,,,Individual,
23745149,70.0,,Individual,2.0
23746511,39.0,51514931044.0,Individual,5.0
23746546,75.0,52447095627.0,Individual,2.0
23748747,51.0,42045548613.0,Individual,1.0
23749227,,69777984446.0,Individual,11.0
23749682,57.0,22010127790.0,,4.0
23749936,31.0,,Individual,9.0
23751187,64.0,65030800396.0,Individual,11.0
23751843,73.0,66227609587.0,Individual,
23756638,,56880496618.0,Individual,
23756646,37.0,43147853641.0,,
23756657,45.0,23885589809.0,,2.0
23756665,74.0,57970538515.0,Individual,5.0
23757069,,37743938967.0,Individual,
23757818,61.0,28054262541.0,Individual,7.0
23759836,45.0,22700694303.0,Individual,5.0
23760069,64.0,,Individual,3.0
23761034,58.0,,Individual,8.0
23762874,70.0,15418100751.0,Individual,5.0
23763540,35.0,10195723342.0,Individual,11.0
23763848,24.0,,Individual,
23764016,46.0,24754978671.0,Individual,6.0
23764551,46.0,24192544838.0,,10.0
23764718,48.0,37145305295.0,Individual,3.0
23766959,,68749269845.0,Company,10.0
23767424,89.0,,Individual,7.0
23767720,77.0,55080851405.0,Individual,
23768957,33.0,57468297114.0,Individual,9.0
23769078,42.0,55954457321.0,Individual,
23771729,,29392601915.0,,9.0
23771828,82.0,69251170992.0,Individual,8.0
23772147,25.0,63872299325.0,Individual,
23773093,64.0,62651175823.0,Individual,9.0
23773997,87.0,59443143080.0,Individual,1.0
23775796,43.0,14098874029.0,Individual,2.0
23776617,29.0,15075947918.0,Individual,
23778829,71.0,29751184729.0,Individual,10.0
23779647,25.0,12474896652.0,Individual,8.0
23782979,53.0,62727197545.0,Company,9.0
23784449,21.0,,,11.0
23784623,83.0,68029210036.0,,6.0
23785380,81.0,21268284536.0,Individual,3.0
23785666,51.0,21367896945.0,Individual,9.0
23787378,78.0,,Individual,9.0
23787767,,32345395828.0,Individual,11.0
23788419,,39390429141.0,Individual,8.0
23789993,,23398035288.0,Individual,4.0
23790754,89.0,52907444911.0,Individual,7.0
23790849,33.0,43327283117.0,Individual,1.0
23792683,80.0,32456220520.0,Individual,6.0
23794285,78.0,39476234078.0,Individual,1.0
23794419,65.0,36828760985.0,Individual,10.0
23794613,45.0,34990286519.0,Individual,2.0
23795197,,,Individual,9.0
23795390,84.0,58338411408.0,Individual,4.0
23795724,34.0,,Individual,7.0
23795737,35.0,58243092549.0,Individual,10.0
23797075,25.0,,Individual,5.0
23797688,74.0,,Individual,1.0
23797822,20.0,40781220444.0,Individual,4.0
23798680,,,Individual,4.0
23799580,52.0,,Individual,6.0
23800341,78.0,62220148894.0,Individual,7.0
23800404,49.0,30278465134.0,Individual,1.0
23800679,,36813360808.0,,6.0
23801413,51.0,21532457553.0,Individual,5.0
23801628,38.0,54620807442.0,,10.0
23802034,,,Company,1.0
23802733,,22890571644.0,Individual,3.0
23807021,,,Individual,11.0
23807876,69.0,17479828732.0,Individual,
23810457,84.0,42996109481.0,,6.0
23810633,,,,2.0
23811719,70.0,12322861173.0,Individual,1.0
23811720,73.0,50510370008.0,Individual,8.0
23811887,80.0,64478205919.0,Individual,7.0
23812062,78.0,43162364925.0,,4.0
23812064,77.0,65187840029.0,Company,9.0
23814048,38.0,38002324504.0,,2.0
23814805,61.0,26512874121.0,Individual,3.0
23815190,26.0,39772764992.0,Individual,7.0
23815888,,51927614606.0,Individual,1.0
23816174,52.0,33824784465.0,Individual,6.0
23816950,44.0,54758258025.0,Individual,5.0
23818041,70.0,24566375664.0,Individual,1.0
23818724,28.0,25390779474.0,Individual,6.0
23819088,22.0,58884617905.0,Individual,
23820277,,17709806977.0,Individual,7.0
23820651,58.0,,Individual,3.0
23821436,66.0,,Individual,3.0
23822562,63.0,63830271976.0,,4.0
23823569,33.0,40438078111.0,Individual,7.0
23824285,,,Individual,3.0
23824446,53.0,,Individual,3.0
23826971,,,,8.0
23827179,50.0,60420247024.0,Individual,9.0
23827533,,60618548003.0,Individual,11.0
23828622,87.0,,Individual,
23828663,20.0,14912016754.0,Individual,1.0
23829673,28.0,,Individual,9.0
23830202,87.0,28371670834.0,,1.0
23831178,31.0,51424173962.0,Individual,9.0
23832838,43.0,,Individual,1.0
23833065,40.0,63797381323.0,Individual,10.0
23833213,21.0,,Individual,
23835081,88.0,40212270973.0,Individual,
23835473,,30685727456.0,,8.0
23835792,42.0,60144717063.0,Individual,8.0
23836652,50.0,43255660756.0,Individual,8.0
23836782,58.0,14847525962.0,,1.0
23837575,72.0,64131425990.0,,4.0
23837653,87.0,,,3.0
23838636,84.0,69009853252.0,Individual,11.0
23838729,26.0,34917987800.0,,5.0
23840244,53.0,63891934518.0,Individual,6.0
23841245,49.0,10604350368.0,Individual,
23841543,34.0,40524483009.0,,
23842286,72.0,51807205952.0,Individual,
23846520,87.0,34539459660.0,Company,9.0
23847317,66.0,,Individual,1.0
23849001,44.0,31055215900.0,Individual,1.0
23850215,33.0,59315859037.0,Individual,2.0
23852624,52.0,14891372648.0,,11.0
23852821,52.0,12140418156.0,Individual,
23855339,45.0,20723615482.0,Individual,
23855457,,60292943032.0,Individual,11.0
23855791,43.0,62571560015.0,Individual,
23856131,55.0,58391016116.0,Individual,
23859098,55.0,10335487322.0,,4.0
23859752,54.0,,Individual,9.0
23860252,89.0,,Individual,9.0
23861015,40.0,63848230855.0,Individual,4.0
23861889,26.0,26749451750.0,Individual,
23862244,28.0,,Individual,9.0
23864505,20.0,29729266831.0,,3.0
23864565,,35507451155.0,Individual,4.0
23864638,,65211618017.0,Individual,9.0
23867091,,53068544024.0,,11.0
23870153,56.0,52074330293.0,Individual,
23871043,,41023560084.0,Individual,6.0
23871385,,26957822167.0,Individual,9.0
23872028,67.0,28482812267.0,,
23872809,42.0,27193147614.0,Individual,
23873002,,10058766183.0,Individual,1.0
23874472,27.0,55691226709.0,,6.0
23875388,76.0,23124922241.0,,
23875837,38.0,19024900119.0,Individual,
23875983,42.0,11862103310.0,,10.0
23877138,42.0,60504773108.0,Individual,8.0
23877293,66.0,67347640613.0,,8.0
23877449,59.0,,Individual,
23878365,,62301280642.0,Individual,1.0
23881590,54.0,19553946977.0,Individual,8.0
23882604,80.0,40253057230.0,Individual,3.0
23882621,33.0,,Individual,5.0
23883504,48.0,,Individual,
23885039,79.0,61229914519.0,Individual,11.0
23885574,33.0,26566010607.0,Individual,7.0
23885919,,14321168455.0,Individual,8.0
23887954,46.0,51379800567.0,Individual,10.0
23889289,,58161183929.0,Individual,11.0
23889970,75.0,,Individual,3.0
23890124,,,Individual,7.0
23892095,33.0,67104769631.0,,
23893857,40.0,54831794995.0,Individual,11.0
23893863,55.0,,Individual,4.0
23894511,55.0,,Individual,10.0
23894632,89.0,67964905261.0,Individual,7.0
23894648,57.0,32637198437.0,Company,10.0
23894980,42.0,68032102153.0,Individual,10.0
23895366,53.0,,Individual,2.0
23895976,,27839747196.0,Individual,11.0
23896129,,46222237446.0,,6.0
23897305,51.0,18200597813.0,Individual,5.0
23897314,50.0,,,4.0
23898992,65.0,,,10.0
23900721,22.0,,Individual,5.0
23901123,41.0,40348864716.0,Individual,2.0
23901443,,56215781805.0,Individual,10.0
23901841,32.0,,,
23901873,80.0,64879016208.0,,2.0
23902505,29.0,24115179734.0,,1.0
23902559,51.0,35070202580.0,Individual,1.0
23903718,69.0,66805852938.0,Individual,6.0
23904641,83.0,,Individual,10.0
23906617,67.0,51055030298.0,Individual,5.0
23908848,,52143630558.0,,6.0
23909544,65.0,48723992133.0,Individual,
23909778,74.0,61539166400.0,Individual,1.0
23909822,58.0,,Individual,7.0
23911926,56.0,50183998670.0,Individual,5.0
23912568,,68715352871.0,Individual,5.0
23912648,53.0,40148470763.0,Individual,
23912848,46.0,29307627717.0,,9.0
23914114,66.0,18646727135.0,Individual,10.0
23915445,38.0,19681679716.0,Individual,7.0
23916747,,58570046656.0,Individual,8.0
23917325,39.0,35522845674.0,Individual,8.0
23919874,,,Individual,
23922285,,16733488968.0,Individual,
23922432,,47540533037.0,Individual,1.0
23922465,49.0,69414517268.0,Individual,8.0
23922703,85.0,10197725589.0,Individual,6.0
23923780,41.0,41600603265.0,Individual,11.0
23924738,31.0,36044986094.0,Individual,9.0
23925051,74.0,48537251403.0,Individual,11.0
23926169,,45514468343.0,,10.0
23929643,,67628259743.0,Individual,10.0
23930011,26.0,33261755100.0,Individual,9.0
23930515,81.0,,Individual,1.0
23931179,61.0,44911516993.0,Individual,9.0
23931205,80.0,55603334876.0,Individual,8.0
23932208,67.0,13410960234.0,Individual,11.0
23932311,32.0,35095023381.0,Individual,5.0
23932651,32.0,58274701811.0,Individual,1.0
23932662,65.0,,Individual,1.0
23933445,57.0,37753491579.0,Individual,
23933845,73.0,63599356110.0,,6.0
23935062,60.0,,Individual,1.0
23938804,28.0,45860811447.0,,
23939157,,,Individual,3.0
23939318,,48565603935.0,Individual,3.0
23939758,,57299966280.0,,1.0
23940000,40.0,57718962070.0,Individual,7.0
23940319,35.0,41095381928.0,Individual,7.0
23940604,43.0,22388421923.0,Individual,8.0
23941436,82.0,30937233380.0,Individual,3.0
23941528,,28927251679.0,Individual,2.0
23941766,,29086719537.0,Individual,10.0
23943646,55.0,18752430517.0,,
23943842,58.0,69551045942.0,Individual,5.0
23945658,85.0,38799549631.0,,
23946763,,50035697711.0,Individual,10.0
23946925,53.0,57347903211.0,,8.0
23948071,23.0,19369966549.0,Individual,6.0
23950187,70.0,11385999230.0,,6.0
23950230,53.0,,Individual,5.0
23950762,23.0,18101780625.0,,
23951053,54.0,69249129889.0,Company,4.0
23951991,63.0,,,10.0
23954951,50.0,26773377314.0,Individual,6.0
23955082,61.0,59598896611.0,,
23955943,48.0,24187425312.0,,11.0
23956312,29.0,44918715003.0,Individual,10.0
23958363,,52699311707.0,,4.0
23959488,45.0,66117296026.0,Individual,4.0
23960330,77.0,,Individual,4.0
23962251,82.0,56552366844.0,Individual,7.0
23964365,41.0,45558052656.0,Individual,10.0
23965522,55.0,24950134748.0,Individual,3.0
23966542,76.0,13368485368.0,Individual,11.0
23969072,,25423219871.0,Individual,7.0
23969463,86.0,13063342252.0,,8.0
23969603,,,Individual,5.0
23970126,,15147453039.0,Individual,7.0
23970197,61.0,38361695645.0,Individual,5.0
23970404,57.0,10718048750.0,Company,9.0
23972180,83.0,,Individual,1.0
23972798,49.0,35092231762.0,,9.0
23973146,55.0,25465360501.0,Individual,
23974699,53.0,25626476055.0,Company,3.0
23975351,23.0,,Individual,
23975353,,40022356288.0,Individual,4.0
23976912,,28443027480.0,Individual,7.0
23978290,57.0,28715036713.0,Individual,11.0
23978678,87.0,20247129282.0,Individual,
23979549,,48439730083.0,,5.0
23981496,25.0,55572543108.0,Individual,3.0
23982299,41.0,,,6.0
23982331,60.0,,Individual,
23982696,33.0,62135098136.0,Individual,6.0
23983431,47.0,16849570735.0,Individual,5.0
23983824,54.0,11511899436.0,,9.0
23983875,20.0,25206634296.0,Individual,6.0
23985384,,25550609801.0,Individual,10.0
23987063,64.0,58169739624.0,,2.0
23987443,68.0,53346723593.0,Individual,8.0
23989546,71.0,49944806523.0,,1.0
23990549,79.0,50967613852.0,Company,7.0
23992871,37.0,49854517997.0,Individual,3.0
23994433,31.0,28862543390.0,,3.0
23994838,62.0,31587943005.0,Individual,7.0
23995715,53.0,66189869524.0,Individual,1.0
23997172,71.0,34996977400.0,Individual,3.0
23997997,72.0,40864077136.0,Individual,6.0
23998120,89.0,16978684225.0,Individual,10.0
23998216,74.0,66304514718.0,Individual,11.0
23998329,30.0,50090433535.0,Individual,
23999118,61.0,,Individual,
23999348,,53708296705.0,Individual,1.0
